checking,researcher,study2013,study2017,study2020,study2022,outcome,reference,doi,pub_year,start_date,end_date,location1,location2,coordinate1,coordinate2,dd_lat,dd_long,region1,region2,climate1,climate2,map1,map2,gai,gradient1,gradient2,n_type,n_sp_paper,n_sp,n_sp_LCVP,n_family_paper,n_family,n_family_LCVP,n_lifeform1,n_lifeform2,n_lifeform3,n_origin1,n_origin2,n_origin3,n_lifestage,t_sp_paper,t_sp,t_sp_LCVP,t_family_paper,t_family,t_family_LCVP,t_lifeform1,t_lifeform2,t_lifeform3,t_origin1,t_origin2,t_origin3,t_lifestage1,t_lifestage2,t_lifestage3,lifeform1_similarity,lifeform2_similarity,lifestage_n_t,interaction_type,performance1,performance2,study_type,duration,net_interaction,last_year,obs,suitable_meta,suitable_meta_reason,suitable_for_master_project,suitable_master_reason,target_sp_plot,data_location,differences_within_outcomes,cID,nID,MEANc,MEANn,SDc,SDn,Nc,Nn,SE_c,SE_n,sucess_c,sucess_n,fail_c,fail_n,data_type,ask_data,status_oct2017,status_email,answer_obs
marina,camila,78_10,223,223,223,223_22,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",greydune,2,isolated_obs,Helichrysum stoechas,helichrysum stoechas,,not informed,completar,,forb,forb,herb,not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213364-1#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_08,223_08,39.70,55.80,22.06,24.32,32.00,32.00,3.90,4.30,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_24,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",greydune,2,isolated_obs,Helichrysum stoechas,helichrysum stoechas,,not informed,completar,,forb,forb,herb,not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213364-1#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_08,223_08,3.66,4.42,1.47,1.47,32.00,32.00,0.26,0.26,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_25,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",greydune,2,isolated_obs,Helichrysum stoechas,helichrysum stoechas,,not informed,completar,,forb,forb,herb,not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213364-1#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,negative,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_09,223_09,82.70,60.10,46.39,28.85,32.00,32.00,8.20,5.10,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_27,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",greydune,2,isolated_obs,Helichrysum stoechas,helichrysum stoechas,,not informed,completar,,forb,forb,herb,not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213364-1#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_09,223_09,6.23,5.46,2.04,2.26,32.00,32.00,0.36,0.40,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_31,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",greydune,2,isolated_obs,Pancratium maritimum,pancratium maritimum,,not informed,completar,,forb,forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66466-1),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 2,different performance estimator and/or different part of dune and/or different pair-wise combination,223_11,223_11,82.40,64.60,47.52,30.55,32.00,32.00,8.40,5.40,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_33,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",greydune,2,isolated_obs,Pancratium maritimum,pancratium maritimum,,not informed,completar,,forb,forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66466-1),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 2,different performance estimator and/or different part of dune and/or different pair-wise combination,223_11,223_11,6.34,6.17,1.47,2.55,32.00,32.00,0.26,0.45,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_01,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (north)",France,45°26'N,01°08'W,"45,433","-1,133",not informed,temperate,temperate oceanic,oceanic,750,750,"0,842",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_01,223_01,0.55,3.16,1.13,4.19,32.00,32.00,0.20,0.74,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_03,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (north)",France,45°26'N,01°08'W,"45,433","-1,133",not informed,temperate,temperate oceanic,oceanic,750,750,"0,842",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_01,223_01,0.35,0.99,0.74,0.91,32.00,32.00,0.13,0.16,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_04,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_02,223_02,1.19,2.50,2.60,3.73,32.00,32.00,0.46,0.66,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_06,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_02,223_02,0.48,0.77,0.68,0.74,32.00,32.00,0.12,0.13,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_07,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_03,223_03,6.38,6.10,7.75,8.37,32.00,32.00,1.37,1.48,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_09,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",foredune,1,isolated_obs,Elymus farctus,elymus farctus,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_03,223_03,1.24,1.54,0.96,1.19,32.00,32.00,0.17,0.21,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_10,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (north)",France,45°26'N,01°08'W,"45,433","-1,133",not informed,temperate,temperate oceanic,oceanic,750,750,"0,842",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_04,223_04,15.20,16.20,16.41,24.89,32.00,32.00,2.90,4.40,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_12,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (north)",France,45°26'N,01°08'W,"45,433","-1,133",not informed,temperate,temperate oceanic,oceanic,750,750,"0,842",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_04,223_04,2.15,2.08,1.75,1.47,32.00,32.00,0.31,0.26,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_13,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_05,223_05,10.30,17.70,13.58,14.14,32.00,32.00,2.40,2.50,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_15,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (centre)",France,44°44'N,01°14'W,"44,717","-1,233",not informed,temperate,temperate oceanic,oceanic,1000,1000,"0,911",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,positive,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_05,223_05,1.46,2.35,1.19,1.13,32.00,32.00,0.21,0.20,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_16,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (density),abundance,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_06,223_06,22.30,25.30,12.45,16.97,32.00,32.00,2.20,3.00,NA,NA,NA,NA,hedges_d,no,ok,na,na
marina,camila,78_10,223,223,223,223_18,Forey_et_al._2009,10.1111/j.1654-1103.2009.01095.x,2009,apr/2004,apr/2004,"Aquitaine, France (south)",France,43°32N,01°30'W,"43,533","-1,5",not informed,temperate,temperate oceanic,oceanic,1200,1200,"1,107",whitedune,1,isolated_obs,Ammophila arenaria,ammophila arenaria,,not informed,completar,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map),native_country,native,adult,several,several,,not informed,several,,all understory,several,several,"not informed, probably mostly native",impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,richness,diversity,observational,30,neutral,2004,na,yes,yes,no_1,,,figure 1,different performance estimator and/or different part of dune and/or different pair-wise combination,223_06,223_06,4.69,5.17,1.41,1.75,32.00,32.00,0.25,0.31,NA,NA,NA,NA,hedges_d,no,ok,na,na
